f_number;thm_prm;feature;importance
12086;prm;v1_yellow_6-V;125
11683;prm;r2_hidden(A,k2_xboole_0(A,A));125
9769;thm;=(k2_tarski(A,A),k1_tarski(A));125
400;thm;k7_subset_1-k1_zfmisc_1;124
1201;thm;k8_relset_1-k1_xboole_0;124
17918;prm;r2_hidden(k1_mcart_1(A),A);124
19967;prm;=(k9_subset_1(u1_struct_0(A),A,A),A);124
10738;prm;r1_tarski-k1_setfam_1;123
3173;thm;k6_subset_1(k1_relat_1(A),k1_relat_1(A));122
6361;thm;k1_funct_1(A,k1_funct_1(A,A));122
1618;thm;=-k11_mcart_1;122
1896;thm;=(k2_tops_1(A,A),k7_subset_1(u1_struct_0(A),A,k1_tops_1(A,A)));122
11186;prm;k3_lattice3;122
6940;thm;m1_subset_1(A,k2_zfmisc_1(A,A));121
16602;prm;k1_funct_1(A,k1_funct_1(A,A));121
1169;thm;r1_tarski(k1_setfam_1(A),k3_tarski(A));121
3198;thm;v5_funct_1-k1_xboole_0;121
16754;prm;=-k3_waybel_0;121
2836;thm;k3_xboole_0(k2_xboole_0(A,A),A);121
13933;prm;v4_lattice3-V;120
4973;thm;=(A,k6_relat_1(k1_relat_1(A)));120
1943;thm;k2_xboole_0(k6_enumset1(A,A,A,A,A,A,A,A),k1_tarski(A));120
11152;prm;=(A,k1_yellow_0(A,A));120
9106;thm;=(k7_subset_1(u1_struct_0(A),k2_struct_0(A),A),k1_xboole_0);120
2389;thm;k6_subset_1(k1_relat_1(A),A);120
1818;thm;r2_relset_1(A,A,A,k6_partfun1(A));119
182;thm;v4_waybel_7(A,A);119
15661;prm;=(A,k6_subset_1(A,A));119
12513;prm;=(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));119
478;thm;r1_tarski(k3_relat_1(k2_wellord1(A,A)),A);119
10432;prm;r1_tarski-k10_relat_1;118
2325;thm;l2_lattices(A);117
6055;thm;k1_zfmisc_1(u1_struct_0(g1_pre_topc(u1_struct_0(A),u1_pre_topc(A))));117
6233;thm;k4_xboole_0-k3_xboole_0;117
14097;prm;=(k4_xboole_0(k2_xboole_0(A,A),A),k4_xboole_0(A,A));117
17448;prm;v1_relat_1-k4_relat_1;116
12961;prm;v2_waybel_0(A,k3_yellow_1(A));116
2589;thm;=(k3_orders_2(A,A,A),k3_orders_2(A,A,A));116
5036;thm;r2_hidden(A,k2_zfmisc_1(k1_tarski(A),A));116
1924;thm;=-k5_mcart_1;116
9794;thm;=(A,k7_subset_1(u1_struct_0(A),k2_struct_0(A),A));116
8975;thm;=(k3_relat_1(A),k1_xboole_0);116
2703;thm;=(g1_orders_2(u1_struct_0(A),u1_orders_2(A)),g1_orders_2(u1_struct_0(A),u1_orders_2(A)));115
735;thm;r1_tarski(k10_relat_1(A,k3_xboole_0(A,A)),k3_xboole_0(k10_relat_1(A,A),k10_relat_1(A,A)));115
611;thm;r1_xboole_0(k9_relat_1(A,A),k9_relat_1(A,A));115
7062;thm;r2_xboole_0-k1_xboole_0;115
17230;prm;=(k4_xboole_0(A,k1_tarski(A)),A);115
115;thm;k11_yellow_6(A,A);114
10634;prm;=-k7_lattice3;114
11225;prm;=-k1_struct_0;114
4763;thm;=(k5_setfam_1(A,A),A);114
4015;thm;=(k9_relat_1(A,A),k9_relat_1(A,A));114
3715;thm;=(k5_enumset1(A,A,A,A,A,A,A),k4_enumset1(A,A,A,A,A,A));113
10493;prm;v2_funct_2-V;112
4676;thm;k10_relat_1-k3_xboole_0;112
10;thm;k1_zfmisc_1(u1_struct_0(k3_yellow_1(A)));111
14272;prm;=(u1_struct_0(A),u1_struct_0(A));111
19043;prm;=(k4_xboole_0(A,k3_xboole_0(A,A)),k2_xboole_0(k4_xboole_0(A,A),k4_xboole_0(A,A)));111
3810;thm;=(k4_xboole_0(k2_tarski(A,A),A),k1_xboole_0);111
11988;prm;k3_struct_0-V;111
12993;prm;=(k2_tops_1(A,A),k2_tops_1(A,k3_subset_1(u1_struct_0(A),A)));111
11205;prm;k6_waybel_0-V;111
4626;thm;r2_hidden(k4_tarski(A,A),k2_zfmisc_1(A,k1_tarski(A)));111
16351;prm;=(A,k4_subset_1(u1_struct_0(A),A,A));111
3215;thm;r1_tarski-k1_relset_1;110
1698;thm;=(k7_relat_1(k7_relat_1(A,A),A),k7_relat_1(A,A));110
9686;thm;k2_xboole_0(k4_xboole_0(A,A),k4_xboole_0(A,A));110
20213;prm;=(k2_relat_1(k7_relat_1(A,A)),k9_relat_1(A,A));110
183;thm;=(k7_relset_1(A,A,A,k8_relset_1(A,A,A,A)),k2_relset_1(A,A,A));110
7648;thm;r1_tarski(k3_relat_1(A),k2_xboole_0(A,A));110
9131;thm;k8_relset_1-k1_tarski;110
3636;thm;=(k8_relat_1(k3_xboole_0(A,A),A),k3_xboole_0(k8_relat_1(A,A),k8_relat_1(A,A)));110
3755;thm;=-k3_orders_2;110
10559;prm;k6_subset_1(A,k7_relat_1(A,A));109
13319;prm;=(A,k7_subset_1(A,A,A));109
20080;prm;=(A,k4_waybel_0(A,A));109
2865;thm;=(k2_relat_1(k5_relat_1(A,A)),k9_relat_1(A,k2_relat_1(A)));109
12176;prm;=(k10_relat_1(A,k2_xboole_0(A,A)),k2_xboole_0(k10_relat_1(A,A),k10_relat_1(A,A)));109
3752;thm;=(k2_enumset1(A,A,A,A),k1_enumset1(A,A,A));109
12327;prm;k1_tops_1(A,k2_pre_topc(A,A));108
8419;thm;=(k1_tarski(A),k2_xboole_0(A,A));108
13209;prm;k4_xboole_0(k1_tarski(A),A);108
13000;prm;k2_zfmisc_1(k2_zfmisc_1(k2_zfmisc_1(A,A),A),A);107
11505;prm;m1_subset_1-k2_relset_1;107
4967;thm;r1_tarski(u1_struct_0(A),u1_struct_0(A));107
4289;thm;r3_wellord1(A,A,A);107
6671;thm;k3_xboole_0-k1_tarski;107
7343;thm;k3_xboole_0(A,u1_struct_0(A));107
5418;thm;k7_subset_1(u1_struct_0(A),A,k2_tops_1(A,A));107
14090;prm;=(k1_tops_1(A,k1_tops_1(A,A)),k1_tops_1(A,A));106
1415;thm;r4_lattice3-V;106
12342;prm;r1_tarski-k6_relat_1;106
1959;thm;r1_lattice3-k4_waybel_0;106
11545;prm;k1_tarski(k1_xboole_0);106
11033;prm;v1_tops_1(k3_subset_1(u1_struct_0(A),A),A);106
1774;thm;=(k6_enumset1(A,A,A,A,A,A,A,A),k2_xboole_0(k2_tarski(A,A),k4_enumset1(A,A,A,A,A,A)));106
12988;prm;k2_xboole_0(k1_enumset1(A,A,A),k2_enumset1(A,A,A,A));106
2975;thm;r2_hidden-u1_struct_0;105
14875;prm;k9_subset_1(u1_struct_0(A),A,k2_pre_topc(A,A));105
10569;prm;k3_lattices-k4_lattices;105
16827;prm;=-k7_lattices;105
13802;prm;r1_tarski(k1_tarski(A),k1_tarski(A));105
18422;prm;v7_struct_0-V;105
9574;thm;r1_xboole_0-k4_xboole_0;104
3822;thm;=(A,k2_pre_topc(A,A));104
10915;prm;r1_tsep_1(k2_tsep_1(A,A,A),A);104
8435;thm;=(k1_ordinal1(A),k1_ordinal1(A));104
11324;prm;=(k12_lattice3(A,A,A),k11_lattice3(A,A,A));104
1873;thm;=(k2_zfmisc_1(A,k1_tarski(A)),k1_xboole_0);104
13405;prm;a_2_0_orders_2-V;104
10802;prm;=-k6_domain_1;104
11325;prm;v1_funct_1(k2_tmap_1(A,A,A,A));103
15858;prm;k7_subset_1(u1_struct_0(A),A,A);103
18610;prm;=-k6_partfun1;103
131;thm;k3_lattices(A,k7_lattices(A,A),k7_lattices(A,A));103
15336;prm;k2_xboole_0-k4_enumset1;103
85;thm;v1_funct_2(A,A,k2_zfmisc_1(A,A));103
11002;prm;m1_subset_1-k3_orders_2;103
266;thm;k4_xboole_0(k1_tarski(A),k1_tarski(A));103
3927;thm;v3_setfam_1-V;103
13773;prm;=(k3_mcart_1(A,A,A),k4_tarski(k4_tarski(A,A),A));102
8224;thm;=(k1_funct_1(k5_relat_1(A,A),A),k1_funct_1(A,k1_funct_1(A,A)));102
10507;prm;k4_xboole_0(k1_tarski(A),k1_tarski(A));102
430;thm;k2_zfmisc_1(A,k2_xboole_0(A,A));102
10451;prm;k4_relset_1;102
3394;thm;m2_connsp_2(k2_struct_0(A),A,A);102
2840;thm;k2_xboole_0(k4_enumset1(A,A,A,A,A,A),k1_tarski(A));102
5497;thm;k2_xboole_0(k1_tarski(A),k2_enumset1(A,A,A,A));102
8581;thm;k4_xboole_0-k4_xboole_0;102
8488;thm;k4_xboole_0(k3_xboole_0(A,A),A);102
19860;prm;g1_pre_topc-u1_struct_0;102
18576;prm;m1_subset_1-u1_pre_topc;101
1613;thm;r1_borsuk_1;101
18915;prm;r1_tmap_1-k3_tmap_1;101
2930;thm;v1_tops_2-k7_setfam_1;101
13765;prm;v1_pre_topc(g1_pre_topc(u1_struct_0(A),u1_pre_topc(A)));101
16497;prm;m1_pre_topc(k2_tsep_1(A,A,A),k2_tsep_1(A,A,A));101
18370;prm;=(A,k2_mcart_1(A));101
14455;prm;=(k7_relset_1(A,A,A,A),k9_relat_1(A,A));101
11654;prm;=-k9_mcart_1;101
3844;thm;k8_relat_1-k7_relat_1;101
1552;thm;v4_tops_1(k2_pre_topc(A,A),A);101
4693;thm;k9_relat_1(k8_relat_1(A,A),A);101
56;thm;r1_xboole_0(k3_subset_1(A,A),k3_subset_1(A,A));101
5046;thm;r1_tarski(k7_setfam_1(A,A),A);101
927;thm;k3_tmap_1-k2_tmap_1;100
12165;prm;=-k5_mcart_1;100
18767;prm;k10_relat_1-k1_xboole_0;100
11550;prm;=(k7_relat_1(A,A),k7_relat_1(A,A));100
532;thm;k7_relat_1-k2_xboole_0;100
4192;thm;k11_lattice3;100
9278;thm;k3_yellow_1-V;100
11120;prm;k7_relat_1-k7_relat_1;99
17798;prm;k2_xboole_0(k1_tarski(A),k4_enumset1(A,A,A,A,A,A));98
12462;prm;=(k4_xboole_0(k1_tarski(A),A),k1_tarski(A));98
6591;thm;k1_tops_1-k7_subset_1;97
11756;prm;k2_relat_1(k5_relat_1(A,A));97
3764;thm;m1_subset_1(k3_xboole_0(A,A),u1_struct_0(k9_yellow_6(A,A)));97
13993;prm;=(k2_enumset1(A,A,A,A),k1_enumset1(A,A,A));97
2026;thm;k1_pre_topc;96
12286;prm;r1_tarski-k9_relat_1;96
10318;prm;=(k4_xboole_0(k1_tarski(A),A),k1_xboole_0);96
19519;prm;k3_yellow_1-V;96
19834;prm;=(A,k3_waybel_0(A,A));96
1052;thm;k1_funct_1-k2_funct_1;96
11399;prm;v4_relat_2;96
4721;thm;r2_hidden(k1_xboole_0,A);96
4257;thm;k2_xboole_0(k1_tarski(A),k3_enumset1(A,A,A,A,A));96
3083;thm;r3_waybel_9;95
1413;thm;=-k9_mcart_1;95
16965;prm;k1_lattices-k2_lattices;94
16065;prm;u1_struct_0(k8_tmap_1(A,A));94
14355;prm;k10_yellow_6;94
558;thm;v3_pre_topc-g1_pre_topc;94
849;thm;=-k1_lattices;94
11134;prm;v1_funct_2(k10_tmap_1(A,A,A,A,A,A),u1_struct_0(A),u1_struct_0(A));93
20151;prm;v1_zfmisc_1-V;93
11146;prm;v8_pre_topc(A);93
12308;prm;k7_relat_1(A,k1_xboole_0);93
6364;thm;=-k4_yellow_0;93
984;thm;=-k1_struct_0;93
7941;thm;r1_tarski(k1_tops_1(A,A),k1_tops_1(A,A));93
5996;thm;k10_relat_1(A,k1_tarski(A));93
15369;prm;=-k11_relat_1;92
13496;prm;v1_yellow_0-V;92
11167;prm;k2_xboole_0-k2_zfmisc_1;92
19544;prm;v2_tops_1-k2_pre_topc;92
16999;prm;=(A,k2_enumset1(A,A,A,A));92
186;thm;v17_lattices-k7_filter_1;91
6130;thm;m1_subset_1(A,u1_struct_0(k2_tsep_1(A,A,A)));91
12920;prm;v2_struct_0-k1_tsep_1;91
1429;thm;=(k3_funct_2(A,A,k8_funct_2(A,A,A,A,A),A),k1_funct_1(A,k3_funct_2(A,A,A,A)));90
12054;prm;=-k1_ordinal1;90
15784;prm;k2_xboole_0(k3_xboole_0(A,A),k3_xboole_0(A,A));90
6289;thm;=(A,k7_mcart_1(A,A,A,A));90
10707;prm;k3_subset_1(u1_struct_0(A),k2_pre_topc(A,k3_subset_1(u1_struct_0(A),A)));89
17274;prm;r2_hidden(A,k2_pre_topc(A,A));89
4515;thm;r3_lattices(A,k7_lattices(A,A),k7_lattices(A,A));89
772;thm;=-k16_lattice3;89
13295;prm;r1_xboole_0(k2_relat_1(A),A);89
5472;thm;k7_relset_1-u1_struct_0;89
2241;thm;k3_relat_1(k1_xboole_0);89
5087;thm;k9_relat_1(k6_relat_1(A),A);88
1970;thm;m1_setfam_1-u1_struct_0;88
13191;prm;=-k2_yellow_0;88
482;thm;k2_relat_1(k7_relat_1(A,k1_tarski(A)));88
12167;prm;k2_xboole_0(k1_enumset1(A,A,A),k1_tarski(A));88
10709;prm;v4_yellow_0-V;87
10294;prm;m1_subset_1(A,k1_zfmisc_1(k2_zfmisc_1(k1_relat_1(A),A)));87
13504;prm;k2_xboole_0(k3_xboole_0(A,A),k4_xboole_0(A,A));87
16076;prm;=(k1_ordinal1(A),k2_xboole_0(A,k1_tarski(A)));87
6383;thm;r2_hidden(A,k3_xboole_0(A,A));87
4190;thm;=(A,k5_mcart_1(A,A,A,A));87
13730;prm;r2_hidden(A,k3_orders_2(A,A,A));86
1177;thm;=(k5_partfun1(A,A,A),k1_tarski(A));86
16837;prm;=(k4_enumset1(A,A,A,A,A,A),k2_xboole_0(k3_enumset1(A,A,A,A,A),k1_tarski(A)));86
11218;prm;k1_orders_1;86
19628;prm;k3_lattices(A,k4_lattices(A,A,A),k4_lattices(A,A,A));85
720;thm;k2_xboole_0(k4_xboole_0(A,A),k3_xboole_0(A,A));85
1765;thm;v3_tops_2;85
6531;thm;k3_xboole_0-k2_xboole_0;85
10681;prm;k1_tarski-k1_funct_1;84
4847;thm;k8_relset_1(u1_struct_0(A),u1_struct_0(A),A,k2_struct_0(A));84
18729;prm;k4_xboole_0(k3_xboole_0(A,A),A);84
2782;thm;r1_setfam_1(A,k1_tarski(A));84
452;thm;=(k4_enumset1(A,A,A,A,A,A),k2_xboole_0(k1_enumset1(A,A,A),k1_enumset1(A,A,A)));84
17027;prm;r1_tarski(A,u1_pre_topc(A));84
1019;thm;r2_hidden-k1_orders_2;83
1845;thm;v1_yellow_6-V;83
15529;prm;r2_hidden(k1_funct_1(A,A),k1_relat_1(A));83
13870;prm;r2_hidden(A,k1_relat_1(k7_relat_1(A,A)));83
12520;prm;v5_pre_topc(k2_tmap_1(A,A,A,A),A,A);83
2160;thm;k4_setfam_1;83
11559;prm;k7_relat_1-k6_subset_1;83
2224;thm;k3_subset_1-k4_subset_1;83
7087;thm;v5_ordinal1;83
1225;thm;r2_hidden(A,k2_zfmisc_1(k1_tarski(A),k1_tarski(A)));83
2478;thm;r2_hidden(A,k5_waybel_0(A,A));83
3196;thm;k4_subset_1(A,A,k2_subset_1(A));83
18154;prm;v4_relat_2-V;83
8737;thm;=(k2_xboole_0(A,k3_xboole_0(A,A)),A);83
20418;prm;=(k7_relat_1(k7_relat_1(A,A),A),k7_relat_1(A,k3_xboole_0(A,A)));83
15063;prm;r1_tarski(k10_relat_1(A,A),k10_relat_1(A,A));82
13197;prm;=(A,k2_tops_1(A,A));82
1095;thm;k2_relat_1(k3_xboole_0(A,A));82
770;thm;k3_lattices(A,k3_lattices(A,k4_lattices(A,A,A),k4_lattices(A,A,A)),k4_lattices(A,A,A));82
2594;thm;k3_xboole_0(k3_relat_1(A),k3_relat_1(A));82
11246;prm;v2_struct_0(k2_tsep_1(A,A,A));82
13324;prm;r3_waybel_9;81
12748;prm;=-k5_partfun1;81
1042;thm;k2_relat_1-k7_relat_1;81
14852;prm;k3_xboole_0(A,k1_tarski(A));81
19852;prm;k3_yellow_0-V;81
18429;prm;k2_zfmisc_1(k1_tarski(A),A);81
19927;prm;k2_xboole_0(k4_xboole_0(A,A),k4_xboole_0(A,A));80
622;thm;=(k2_relset_1(u1_struct_0(A),u1_struct_0(A),k2_tops_2(u1_struct_0(A),u1_struct_0(A),A)),k2_struct_0(A));80
5371;thm;v1_subset_1;80
14295;prm;r2_hidden(A,k1_tops_1(A,A));80
15591;prm;m1_subset_1(k1_yellow_0(A,A),u1_struct_0(A));80
10781;prm;k2_xboole_0-k5_enumset1;80
893;thm;v1_funct_2(k10_tmap_1(A,A,A,A,A,A),u1_struct_0(A),u1_struct_0(A));79
12313;prm;r2_hidden-k2_waybel_0;79
2461;thm;r1_tarski(k2_tops_1(A,k2_pre_topc(A,A)),k2_tops_1(A,A));79
642;thm;=(k1_yellow_0(A,k5_waybel_0(A,A)),A);78
4374;thm;k7_relat_1(A,k6_subset_1(A,A));78
6316;thm;=(u1_struct_0(k6_tmap_1(A,A)),u1_struct_0(A));78
18604;prm;=(k4_lattices(A,A,A),k5_lattices(A));78
4256;thm;r2_hidden(A,k1_relat_1(k5_relat_1(A,A)));78
16463;prm;r1_funct_2-u1_struct_0;77
2013;thm;k2_wellord1-k3_xboole_0;77
10409;prm;k6_mcart_1-V;77
4896;thm;k1_relat_1-k8_relat_1;77
10964;prm;=(A,k3_mcart_1(k5_mcart_1(A,A,A,A),k6_mcart_1(A,A,A,A),k7_mcart_1(A,A,A,A)));76
754;thm;v5_pre_topc(k2_tmap_1(A,k8_tmap_1(A,A),k9_tmap_1(A,A),A),A,k8_tmap_1(A,A));76
187;thm;v6_relat_2-k1_wellord2;76
316;thm;r1_tarski(k3_relat_1(A),k3_relat_1(A));76
18739;prm;r1_tarski(k3_xboole_0(A,A),k3_xboole_0(A,A));76
561;thm;=-k6_domain_1;76
7443;thm;=(k4_xboole_0(k2_xboole_0(A,A),A),k2_xboole_0(k4_xboole_0(A,A),k4_xboole_0(A,A)));75
258;thm;v1_compts_1-k1_pre_topc;75
10798;prm;r1_tarski(k7_relset_1(u1_struct_0(A),u1_struct_0(A),A,A),A);75
15961;prm;r2_hidden-k10_relat_1;75
5253;thm;=(k5_xboole_0(A,A),k1_xboole_0);75
8615;thm;=(A,k4_enumset1(A,A,A,A,A,A));75
3682;thm;k5_relat_1-k8_relat_1;75
18195;prm;=(A,k1_mcart_1(A));74
10891;prm;=-k6_relat_1;74
12903;prm;r2_hidden-k2_mcart_1;74
797;thm;=(k9_relat_1(A,k3_xboole_0(A,k10_relat_1(A,A))),k3_xboole_0(k9_relat_1(A,A),A));74
1491;thm;v1_relat_2(A);74
27;thm;k6_setfam_1(A,k7_setfam_1(A,A));74
4804;thm;k3_xboole_0(A,k4_xboole_0(A,A));74
447;thm;=(A,k16_lattice3(A,A));74
2982;thm;k4_lattices(A,A,k7_lattices(A,A));74
2378;thm;k8_relset_1-k3_tmap_1;73
12109;prm;m1_subset_1(A,k1_zfmisc_1(k1_zfmisc_1(A)));73
5689;thm;v6_tops_1-k9_subset_1;72
7580;thm;k2_yellow_1-u1_pre_topc;72
13688;prm;v1_compts_1(A);72
100;thm;=(k2_relset_1(A,A,A),k1_tarski(A));72
3232;thm;r2_hidden(A,k2_relat_1(k8_relat_1(A,A)));72
24;thm;=(k4_xboole_0(A,k1_tarski(A)),k1_xboole_0);72
12228;prm;k11_relat_1(A,A);71
11008;prm;k7_tmap_1-V;71
5943;thm;r2_funct_2-k2_tmap_1;71
234;thm;v1_funct_2(A,u1_struct_0(A),u1_struct_0(g1_pre_topc(u1_struct_0(A),u1_pre_topc(A))));71
10467;prm;g1_pre_topc-V;71
2117;thm;k3_waybel_2;71
12902;prm;=(k2_enumset1(A,A,A,A),k2_enumset1(A,A,A,A));70
17501;prm;k3_xboole_0-k2_tarski;70
13956;prm;=(k5_enumset1(A,A,A,A,A,A,A),k4_enumset1(A,A,A,A,A,A));70
5524;thm;=(k2_mcart_1(A),A);70
4639;thm;=(k2_yellow_0(A,A),k2_yellow_0(A,A));70
3944;thm;k3_xboole_0(k2_tarski(A,A),A);70
2881;thm;m1_subset_1(A,k1_zfmisc_1(k2_zfmisc_1(A,k1_tarski(A))));70
4585;thm;r1_funct_2(A,A,A,A,A,A);70
7323;thm;k6_subset_1-V;70
1798;thm;r2_hidden(A,k5_xboole_0(A,A));70
2394;thm;=(k2_pre_topc(A,A),k2_pre_topc(A,k9_subset_1(u1_struct_0(A),A,A)));70
19155;prm;r2_relset_1(A,A,k1_partfun1(A,A,A,A,A,A),k6_partfun1(A));69
5647;thm;k1_relat_1-k1_relat_1;69
19999;prm;=(A,k1_pre_topc(A,A));69
1236;thm;=(A,k4_xboole_0(A,k2_tarski(A,A)));69
2600;thm;k1_yellow19(A,A);68
19831;prm;=(k8_relset_1(A,A,A,A),k10_relat_1(A,A));68
12256;prm;=(k2_xboole_0(A,k4_xboole_0(A,A)),k2_xboole_0(A,A));68
13208;prm;k2_xboole_0(k2_enumset1(A,A,A,A),k2_enumset1(A,A,A,A));68
12043;prm;k2_relat_1-k6_relat_1;68
2271;thm;k3_tarski(k1_zfmisc_1(A));68
12995;prm;m1_subset_1(k2_tops_1(A,A),k1_zfmisc_1(u1_struct_0(A)));67
2737;thm;k4_tarski-k1_mcart_1;67
6437;thm;=(A,k3_enumset1(A,A,A,A,A));67
7763;thm;k3_relat_1-k2_wellord1;67
10749;prm;v5_ordinal1-V;67
9972;thm;=(k2_relat_1(k7_relat_1(A,A)),k9_relat_1(A,A));67
10246;prm;=(k3_zfmisc_1(A,A,A),k3_zfmisc_1(A,A,A));67
12933;prm;m1_subset_1-k1_relset_1;67
2968;thm;k4_xboole_0(k1_tarski(A),A);67
1033;thm;v1_funct_2(A,u1_struct_0(g1_pre_topc(u1_struct_0(A),u1_pre_topc(A))),u1_struct_0(A));67
1729;thm;k9_relat_1-k2_xboole_0;67
7117;thm;k7_relat_1-k1_xboole_0;67
11369;prm;=-k2_tmap_1;66
11929;prm;=-k3_yellow_0;66
4709;thm;=(k11_relat_1(A,A),k11_relat_1(A,A));66
3218;thm;k10_lattice3;66
436;thm;r2_wellord1(A,A);66
441;thm;r1_tarski(k1_wellord1(A,A),k1_wellord1(A,A));66
9583;thm;=-k7_setfam_1;66
2531;thm;r2_lattice3(A,k3_waybel_0(A,A),A);66
18721;prm;k3_xboole_0(A,k2_zfmisc_1(A,k2_relat_1(A)));66
15913;prm;=-k4_mcart_1;66
3738;thm;=(A,k1_tsep_1(A,A,A));65
7789;thm;=(A,k13_lattice3(A,A,A));65
803;thm;k7_lattices-k7_lattices;65
734;thm;=(k7_enumset1(A,A,A,A,A,A,A,A,A),k2_xboole_0(k5_enumset1(A,A,A,A,A,A,A),k2_tarski(A,A)));65
1074;thm;=(A,k10_relat_1(A,A));65
10739;prm;m1_subset_1(k6_domain_1(A,A),k1_zfmisc_1(A));65
15145;prm;k1_relset_1;64
11738;prm;m1_subset_1-k4_lattices;64
12563;prm;m2_connsp_2;64
15649;prm;=-u1_pre_topc;64
1673;thm;r2_lattice3(A,k1_xboole_0,A);64
1862;thm;k3_zfmisc_1(k2_tarski(A,A),k2_tarski(A,A),k1_tarski(A));64
7091;thm;k2_xboole_0(k4_xboole_0(A,k1_tarski(A)),k1_tarski(A));64
3911;thm;r1_filter_1-V;64
5975;thm;r3_lattices-k16_lattice3;63
12319;prm;v2_relat_1-V;63
758;thm;k2_tsep_1(A,A,k1_tsep_1(A,A,A));63
15713;prm;k7_relset_1-u1_struct_0;63
11197;prm;m1_subset_1(k2_partfun1(A,A,A,A),k1_zfmisc_1(k2_zfmisc_1(A,A)));63
3263;thm;k2_xboole_0(k3_xboole_0(A,A),k4_xboole_0(A,A));63
3717;thm;r1_tarski(k2_xboole_0(k1_tarski(A),A),A);63
16312;prm;v3_lattice3-V;63
19446;prm;=(k1_subset_1(A),k1_xboole_0);63
17112;prm;=(A,k6_relat_1(A));63
2970;thm;k2_pre_topc(A,k1_tops_1(A,A));63
4519;thm;v1_funct_2(A,k1_tarski(A),A);62
14978;prm;k9_relat_1-k1_xboole_0;62
20440;prm;k5_relat_1-k2_funct_1;62
28;thm;=(A,k7_relset_1(A,A,A,A));62
3109;thm;m1_subset_1(A,u1_struct_0(k2_yellow_1(A)));62
7223;thm;k7_subset_1-k2_pre_topc;62
2581;thm;k3_xboole_0(k7_relat_1(A,A),k7_relat_1(A,A));62
7457;thm;=(k5_relat_1(A,A),k6_relat_1(k2_relat_1(A)));62
2652;thm;r2_hidden(A,k8_setfam_1(A,A));62
528;thm;r1_tarski(k3_subset_1(A,A),k3_subset_1(A,k9_subset_1(A,A,A)));62
10300;prm;=(k2_xboole_0(k2_xboole_0(A,A),A),k2_xboole_0(k2_xboole_0(A,A),k2_xboole_0(A,A)));61
12382;prm;v2_waybel_0-V;61
11072;prm;k8_relat_1(k3_xboole_0(A,A),A);61
15389;prm;r1_tarski(k2_relat_1(k8_relat_1(A,A)),A);61
18247;prm;k2_zfmisc_1(k1_tarski(A),k1_tarski(A));61
4350;thm;=(k2_yellow_0(A,k6_waybel_0(A,A)),A);61
17584;prm;k3_xboole_0(A,u1_struct_0(A));61
7922;thm;r1_xboole_0-k1_xboole_0;61
5120;thm;k2_relset_1(u1_struct_0(A),u1_struct_0(A),u1_waybel_0(A,A));61
5148;thm;r1_tarski(k2_relat_1(k8_relat_1(A,A)),A);61
7386;thm;=-k1_yellow_0;61
7112;thm;k4_xboole_0(k2_xboole_0(A,A),k3_xboole_0(A,A));61
6595;thm;k2_relat_1-k2_zfmisc_1;60
14819;prm;k10_relat_1-k9_relat_1;60
13671;prm;m1_subset_1(k5_setfam_1(A,A),k1_zfmisc_1(A));60
13063;prm;k3_xboole_0(k2_zfmisc_1(A,A),k2_zfmisc_1(A,A));60
11840;prm;r4_relat_2(A,A);60
948;thm;r8_relat_2-V;60
15399;prm;m1_subset_1-k6_subset_1;60
4726;thm;k4_tmap_1;59
10284;prm;k8_relset_1(A,A,A,k7_relset_1(A,A,A,A));59
10514;prm;m1_subset_1-k7_relset_1;59
256;thm;k5_relat_1(k2_funct_1(A),A);59
15098;prm;k6_relat_1(k2_relat_1(A));59
15717;prm;=(k13_lattice3(A,A,A),k10_lattice3(A,A,A));59
2880;thm;r1_setfam_1(A,k2_setfam_1(A,A));59
14144;prm;k8_relset_1(A,A,A,A);59
12548;prm;k10_relat_1(A,k1_xboole_0);58
19090;prm;=(k4_subset_1(A,A,A),A);58
14962;prm;r2_hidden(k1_xboole_0,A);58
11045;prm;r1_tarski(k3_relat_1(A),A);58
14085;prm;k8_relat_1-k7_relat_1;58
8187;thm;k7_subset_1(u1_struct_0(A),k2_struct_0(A),k7_subset_1(u1_struct_0(A),k2_struct_0(A),A));58
3378;thm;k1_relset_1(u1_struct_0(A),u1_struct_0(A),A);57
723;thm;=(A,k3_mcart_1(k5_mcart_1(A,A,A,A),k6_mcart_1(A,A,A,A),k7_mcart_1(A,A,A,A)));57
610;thm;r1_tarski(k8_relset_1(u1_struct_0(A),u1_struct_0(A),A,A),u1_struct_0(A));57
16263;prm;v6_relat_2-V;57
13709;prm;r2_hidden(k4_tarski(A,A),k5_relat_1(k6_relat_1(A),A));57
16208;prm;=-k6_lattices;57
8478;thm;k2_xboole_0-k1_zfmisc_1;57
15045;prm;k3_xboole_0(A,k4_xboole_0(A,A));57
8746;thm;m1_subset_1(A,u1_struct_0(k1_tsep_1(A,A,A)));57
17928;prm;v3_relat_2(A);56
393;thm;=-k7_lattice3;56
7715;thm;k2_zfmisc_1(A,k2_relat_1(A));56
11998;prm;k3_yellow_6;56
2935;thm;k2_lattices;56
7887;thm;=(k4_xboole_0(k2_xboole_0(A,k1_tarski(A)),k1_tarski(A)),k2_xboole_0(k4_xboole_0(A,k1_tarski(A)),k1_tarski(A)));56
